type	geo
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	26.05,72.35833333
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	25.91527778,70.875
Barmer	26.43333333,71.21944444
Barmer	26.43333333,71.21944444
Barmer	26.43333333,71.21944444
Barmer	26.43333333,71.21944444
Barmer	26.43333333,71.21944444
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	26.275,71.30555556
Barmer	25.91805556,70.15833333
Barmer	25.91805556,70.15833333
Barmer	25.91805556,70.15833333
